Clapeyron Database File
Twu like parameters
species,DIPPR Number,L,M,N,source
2-(2-ethoxyethoxy)ethyl acetate~|~2-(2-ethoxyethoxy)-ethanolacetate~|~diethylene glycol ethyl ether acetate~|~diethylene glycol monoethyl ether acetate,,0.644388,0.905178279,1.847230634,
1-chloronaphthalene,,0.581809,0.923878342,1.666377806,
3-methylnonane~|~3-methyl-nonane,,0.337167,0.820195398,2.325248619,
triisobutylamine,,0.317051,0.838965328,2.735334857,
bis(2-vinyloxyethyl) ether,,1.799531,0.999789623,0.5691672,
"1,8-cineole~|~1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",,0.787328,0.705127104,0.872202862,
"p-tert-butylphenol~|~4-(1,1-dimethylethyl)phenol~|~4-(1,1-dimethylethyl)-phenol",,0.53379,0.91637999,1.735345503,
"2,6-dichlorophenol",,1.142845,0.99993474,0.702736319,
"2-methyl-6-methylene-2,7-octadiene~|~7-methyl-3-methylene-1,6-octadiene",,0.562467,0.793879947,1.486390666,
thiacyclohexane~|~tetrahydrothiopyran,,1.611197,0.998239937,0.34498977,
"ethylene diacetate~|~1,2-ethanedioldiacetate~|~ethylene glycol diacetate",,1.387829,0.999811616,0.952061389,
"1,2,3,5-tetraethylbenzene",,1.510621,0.984440077,0.778173418,
"1,2,4-trichlorobenzene",,0.226848,0.84679988,2.600203856,
ethyl cyanoacetate~|~cyanoaceticacidethylester,,2.66746,0.809911558,0.479753514,
l-nicotine~|~(-)-3-(n-methylpyrrolidino)pyridine,,0.424395,0.859192987,2.407389911,
"1,2-dicyclohexylethane",,1.50707,0.999309443,0.653251998,
"1h,1h,11h-eicosafluoro-1-undecanol~|~1,1,11-trihydroperfluoro-1-undecanol",,0.72895,0.833711011,2.832098739,
5-methyl-2-hexanone,,0.509826,0.913609633,1.763722824,
o-toluic acid~|~2-methylbenzoic acid~|~2-methyl-benzoic acid,,1.678581,0.999981976,0.696060357,
methyl palmitate~|~methyl hexadecanoate~|~hexadecanoicacidmethylester,,0.853447,0.871388934,2.238562596,
"1,2-dihydro-4-methylnaphthalene",,0.448298,0.799246211,1.6641471,
"1,12-dihydroxydodecane",,1.51e-9,0.436804035,1.857400704,
heptylamine~|~1-heptanamine~|~n-heptylamine,,0.506348,0.865494618,2.316976281,
undecanoic acid~|~n-undecanoic acid,,1.159933,0.748249153,1.283925272,
"lindane~|~.gamma.-1,2,3,4,5,6-hexachlorocyclohexane",,0.898367,0.887399534,2.040171761,
4'-methylacetophenone,,0.207739,0.835081801,2.805748787,
1-methylbenzimidazole,,0.263852,0.796840214,1.925197848,
1-tetradecyl cyanide,,2.979549,0.482700477,0.516461621,
diisopentyl ether~|~di-(3-methylbutyl) ether,,0.154739,0.813464998,3.256841077,
dimethyl glutarate~|~dimethyl pentanedioate,,2.976118,0.844778265,0.347853677,
"1-methyl-3,5-bis(2-phenylethoxy)benzene",,0.0,0.220125603,0.931785651,
9-octyldocosane,,1.232,0.89994928,1.710912354,
3-(s)-octanol,,2.250197,0.864451038,0.495622891,
"1,1-dimethyloxirane~|~2,2-dimethyloxirane~|~2,2-dimethyl-oxirane~|~1,2-epoxy-2-methylpropane",,0.484315,0.923733342,1.667017356,
methyl perfluoroisopropyl ether,,1.586549,0.924374367,0.581552696,
diacetone alcohol~|~4-oh-4-me-2-pentanone~|~4-hydroxy-4-methylpentan-2-one,,0.494358,0.828186362,2.136791359,
capric acid~|~decanoic acid~|~n-decanoic acid,,1.810642,0.999672122,0.803320078,
heptanoic acid~|~n-heptanoic acid,,1.957511,0.999202079,0.663879684,
furfural~|~2-furaldehyde,,0.963564,0.999931753,0.95189221,
4-butylphenol,,1.834954,0.637084202,0.666269431,
butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,,0.634217,0.90707916,1.8280334,
"2-phenyl-2-propanol~|~aa-dimethyl-benzenemethanol~|~.alpha.,.alpha.-dimethylbenzyl alcohol",,0.0,0.193082911,0.960007367,
di-tert-butyl adipate,,0.417315,0.833603659,2.833804437,
2-chloroaniline~|~o-chloroaniline~|~2-chlorobenzeneamine,,0.618044,0.900299566,1.45267498,
"benzene, (1,1-dimethoxyethyl)-",,0.537508,0.840725616,1.464242721,
succinimide,,0.777919,0.920479411,1.698507826,
"(+)-(s)-1,2-propanediol",,0.827605,0.888341862,2.029430246,
tetradecamethylcycloheptasiloxane,,1.296402,0.627339055,1.068754696,
4-methylquinoline,,0.236936,0.838494402,2.743975342,
"octanedioic acid dimethyl ester~|~1,8-octanedioic acid, dimethyl ester",,0.322145,0.825495201,2.992217132,
"o,o-diethyl methylphosphonate",,0.788181,0.895882636,1.945300457,
(s)-(+)-2-octanol,,0.049106,0.780727455,4.172996505,
"terpineol, acetate",,1.129588,0.80281016,1.103293451,
"tetraethylurea~|~n,n,n',n'-tetraethylurea",,1.799326,0.999970098,0.49597905,
"n,n-dimethyl-1-octanamine",,1.109292,0.983061304,1.092607094,
hexadecylbenzene~|~n-hexadecylbenzene,,1.121902,0.817358608,1.455182671,
"dipentyl 1,2-butanedioate",,0.691025,0.836868721,2.109124526,
6-methyl-2-heptanol,,2.115478,0.763681146,0.548113431,
"3,3'-dimethylbiphenyl",,0.662639,0.82946286,1.565261295,
"dibenzofuran~|~dibenzo[bd]furan~|~dibenzo[b,d]furan",,0.115351,0.821916359,3.066420374,
3-methyl-3-heptanol,,0.14687,0.002526472,0.891417221,
quinaldine~|~2-methylquinoline,,0.790349,0.836637751,1.071628798,
2-butoxyethanol~|~2-butoxyethan-1-ol,,0.238515,0.822540523,3.053940333,
"1,1,2,2-tetrafluoro-2-(2,2-difluoroethoxy)ethane~|~1,1,2,2,-tetrafluoroethyl-2,2-difluoroethyl ether",,2.378697,0.998690986,0.422647444,
tributylamine~|~tri-n-butylamine,,0.471596,0.851818226,2.481894621,
benzenethiol~|~phenyl mercaptan,,0.568,0.768026009,1.038047806,
1-methylcyclohexanol,,0.697253,0.93608281,1.495341892,
butanol~|~n-butanol~|~1-butanol~|~butan-1-ol,,1.345134,0.999999785,0.937002566,
"1,2,3-butanetriol~|~1,2,3-trihydroxybutane",,0.801978,0.880856749,2.1182366,
dibutyl adipate~|~dibutyl hexanedioate,,0.698275,0.858083364,2.342757014,
n-aminoethyl ethanolamine~|~n-(2-aminoethyl)ethanolamine~|~2-(2-aminoethyl)aminoethanol,,1.956859,0.797884805,0.619253458,
"bicyclohexyl~|~1,1'-bicyclohexyl",,1.315531,0.999985425,0.646491738,
ethyl hexadecanoate~|~hexadecanoicacid-ethylester~|~hexadecanoic acid ethyl ester,,0.883643,0.878926318,2.142098982,
(1-ethylpropyl)benzene,,0.150874,0.659856161,2.080925162,
"1,8-octanediol",,0.60615,0.755825379,1.95368299,
"2,6-dimethylnaphthalene",,0.464292,0.852697588,2.116147913,
sulfolane,,0.340897,0.856339322,2.4507291,
isovaleric acid~|~3-methylbutanoic acid,,0.798662,0.921542296,1.688898398,
"methyldioxolane~|~2-methyl-1,3-dioxolane",,0.634663,0.921569558,1.68858497,
undecylamin~|~undecylamine~|~n-undecylamin~|~1-aminoundecane,,1.373812,0.999791613,0.990897699,
triethoxymethane~|~triethylorthoformate~|~ethyl orthomethanoate,,0.712903,0.906043374,1.838524566,
"dimethyl isophthalate~|~dimethyl 1,3-benzenedicarboxylate~|~1,3-benzenedicarboxylicaciddimethylester",,0.545937,0.780538526,1.781240215,
(e)-2-methyl-2-butenenitrile,,0.584096,0.923664348,1.669597241,
.alpha.-dimethylaminonaphthalene,,0.512896,0.436066579,0.975272258,
1-propenylbenzene~|~trans-1-propenylbenzene,,1.53753,0.998959683,0.500796138,
ethyl phenyl ketone,,1.312354,0.999932582,0.703229878,
"paraldehyde~|~2,4,6-trimethyl-1,3,5-trioxane",,0.673302,0.916091602,1.739815109,
2-phenylpropanal~|~2-phenylpropionaldehyde,,0.124901,0.818270894,3.148520056,
n-propyl nitrate,,0.0,0.47278637,0.585715586,
"1-iodo-2,4-dimethylbenzene",,0.634022,0.924149629,1.661812377,
"2-heptanol, 2-methyl-",,1.643462,0.238358814,0.791883721,
ethyl stearate~|~ethyl octadecanoate~|~octadecanoicacidethylester,,1.625224,0.999892686,0.971013122,
5-nonanol,,0.371045,0.68593645,1.975850921,
"2,2'-thiobisethanol~|~.beta.,.beta.'-dihydroxydiethyl sulfide",,0.771301,0.807120329,1.625346478,
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,,0.728129,0.914958964,1.750743166,
1-hexadecanol,,1.246608,0.745968916,1.114658192,
methyl silicate~|~tetramethoxysilane~|~silicon tetramethoxide,,0.552124,0.918725439,1.715131669,
difluoromethyl hexafluoroisopropyl ether,,0.0,0.222361183,1.084322125,
ethyl oleate~|~ethyl-oleate~|~ethyl (z)-9-octadeceneoate~|~(z)-9-octadecenoic acid ethyl ester,,2.15129,0.372095824,0.913933379,
pentyl isocyanate,,0.0,0.502707911,1.173899622,
"(e)-4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-3-buten-2-one",,0.188833,0.566999692,1.521071015,
2-pyrrolidon~|~2-pyrrolidone~|~2-pyrrolidinone,,0.781187,0.84571944,1.477280577,
3-methyl-3-pentanol,,1.161619,0.999649333,0.887679799,
fluoranthene,,0.733357,0.905412944,1.844781239,
"1,2-dibromo-2-methylpropane",,0.396145,0.931799118,1.551063623,
2-methyl-1-phenylpropene,,1.230331,0.741062125,0.676670393,
"1,8-dichlorooctane",,0.26034,0.735604142,2.122088501,
4-tert-butylphenyl salicylate,,0.704891,0.896350552,1.940106128,
tripropylene glycol~|~2-[2-(2-hydroxypropoxy)propoxy]-1-propanol,,0.803479,0.883661992,2.084508899,
1-bromopentane,,0.0,0.256851822,0.637170198,
"propyl dodecanoate~|~dodecanoic acid, propyl ester",,0.794086,0.888291963,2.030137316,
n-cyclohexylpyrrolidinone,,0.606477,0.910451218,1.794482509,
n-methylpropanamide,,1.581137,0.96993492,0.866101029,
"3,6-dioxa-1-octanol~|~2-(2-ethoxyethoxy)ethanol~|~diethylene glycol ethyl ether~|~diethyleneglycolmonoethylether",,1.547251,0.999424208,0.703261516,
"1,1,2,2,3,3,4,4-octafluoro-5-methoxypentane",,0.0,0.292410726,1.234001346,
methylhydrazine,,0.854753,0.804759394,1.004167216,
methylacetoacetate~|~methyl 3-oxobutanoate,,1.369976,0.25692413,0.830948901,
isoamyl butyrate~|~isopentylbutanoate~|~isopentyl butyrate~|~3-methylbutyl butanoate,,0.309065,0.833051887,2.842436926,
"r124~|~1-chloro-1,2,2,2-tetrafluoroethane~|~2-chloro-1,1,1,2-tetrafluoroethane",,1.379545,0.999590953,0.497549817,
trimethylhydroquinone,,0.697126,0.897417555,1.928466986,
methyl 2-hydroxy-2-methylpropanoate~|~alpha-hydroxy-isobutyric acid methyl ester,,0.657203,0.908070085,1.818150249,
3-amino-1-propanol,,0.0,0.244665007,0.997174079,
octacosane~|~n-octacosane,,0.594967,0.792643295,2.945449361,
"di-t-butyl peroxide~|~di-tert-butylperoxide~|~di-tert.butyl peroxide~|~bis(1,1-dimethylethyl)peroxide",,0.591528,0.923657313,1.669572465,
dodecanal,,1.61484,0.99970112,0.874822374,
propylamine~|~n-propylamine~|~1-propylamine~|~propan-1-amine,,1.850219,0.999902117,0.417171726,
ketene~|~ethenone,,0.0,0.403519505,0.484732549,
trifluoroacetyl fluoride,,1.615763,0.999985955,0.491447852,
"acetonitrile, (dimethylamino)phenyl-",,0.44613,0.847393736,1.434425328,
phenazine,,0.629707,0.919905731,1.704053415,
cycloheptene,,1.299084,0.675881421,0.511289135,
"2,3-dimethyl-2-pentanol",,0.16409,0.801714996,3.547230266,
ethyl-morpholine~|~n-ethylmorpholine~|~4-ethylmorpholine~|~n-ethyl-morpholine,,0.0,0.447532049,0.962420968,
gamma-butyrolactone~|~.gamma.-butyrolactone,,0.673901,0.862689386,1.181740223,
"dibutylphthalate~|~di-n-butyl phthalate~|~phthalic acid dibutyl ester~|~dibutyl 1,2-benzenedicarboxylate",,1.915551,0.999848418,0.673905897,
"3,4-dichloroethylbenzene",,0.676103,0.922242325,1.682560327,
1-methyl-9h-fluorene,,1.005814,0.9765746,1.134017541,
"2-butenenitrile, 2-methyl-, (2z)-",,0.675024,0.920728535,1.696488918,
perfluorononane~|~perfluoro-n-nonane~|~eicosafluorononane,,1.992421,0.999365277,0.564843948,
2-butylphenol,,0.473963,0.508308034,1.244153069,
"(z)-1,2-diiodoethene",,0.79952,0.999770185,0.780145549,
"1,1-dicyclohexylheptane",,0.590166,0.872912032,2.217842577,
3-thiahexane~|~ethyln-propylsulfide~|~ethyl propyl sulfide,,1.406981,0.999939983,0.525530114,
c23~|~tricosane~|~n-tricosane,,0.362403,0.800136916,3.590121803,
tetraethoxysilane,,0.711669,0.908548954,1.813034722,
"o-dibromobenzene~|~1,2-dibromobenzene",,0.540053,0.828118601,1.343379792,
c25~|~pentacosane~|~n-pentacosane,,0.599702,0.828550245,2.932144243,
2-(2-methoxyethoxy)ethanol~|~diethylene glycol monomethyl ether,,0.338154,0.838181193,2.747282176,
ethyloxalat~|~diethyl ethanedioate,,1.315263,0.991753244,0.969119709,
"1,8-diaza-7-bicyclo[5.4.0]undecene~|~1,5-diazabicyclo[5.4.0]undec-5-ene",,0.736875,0.895260894,1.951866937,
"1,6-diisocyanatohexane~|~hexamethylene diisocyanate",,0.0,0.305729673,0.586883048,
"trans-1,2-dibromocyclohexane",,1.005381,0.819709838,1.116385195,
2-chloroethanol~|~1-chloro-2-hydroxyethane,,0.696206,0.893634491,1.969906869,
"methyllinoleate~|~methyl (z,z)-9,12-octadecadienate~|~(z,z)-9,12-octadecadienoic acid methyl ester",,0.619546,0.821508712,3.076782969,
ethyl phosphate~|~triethyl phosphate,,0.851913,0.935811232,1.499402496,
2-methylenebutanoic acid,,0.791512,0.910305924,1.795883344,
"neohexanoic acid~|~2,2-dimethylbutyric acid~|~2,2-dimethylbutanoic acid",,0.0,0.171377181,0.845666486,
tridecane~|~n-tridecane,,0.382704,0.833041117,2.844369638,
5-decyne,,0.00029,0.166747201,0.95650819,
3-methyleicosane,,0.837295,0.857418422,2.434489885,
"1,2-octanediol",,2.682468,0.628175487,0.552437033,
tritriacontane,,0.562623,0.805915577,3.440847493,
"propane, 2,2'-oxybis[2-chloro-",,0.717248,0.915696082,1.743732656,
"1,6-hexanediol",,2.391494,0.998465031,0.513793394,
"1,2,3,4-tetrahydrofluoranthene",,0.83879,0.890771771,2.001935732,
"1,4-dichloropentane",,1.078069,0.99985656,0.859200131,
1-aminopentadecane,,0.786138,0.904323006,1.85580599,
hentriacontane,,0.368786,0.784552612,4.019011706,
"2,6-dinitrotoluene~|~2-methyl-1,3-dinitrobenzene",,0.310372,0.694087689,1.734010553,
(4-methylphenyl)phenylmethane,,1.216437,0.999832838,0.919871708,
1-iodonaphthalene,,0.463197,0.876031586,2.177710221,
"1,2,3-propanetriyl tributanoate~|~butanoic acid-1,2,3-propanetriyl ester",,1.069148,0.678254318,1.313956478,
hexyl isocyanate,,0.0,0.513366765,1.331664014,
1-nitropropene,,0.678762,0.917794428,1.723403954,
(1-methylpropenyl)benzene,,0.085343,0.686530917,1.989651166,
isobutyric acid~|~2-methylpropanoic acid,,0.738899,0.917027738,1.730855036,
"1,1-dinitropropane",,1.557232,0.999426721,0.788176456,
ethylidenecyclopentane,,0.108513,0.834122413,2.811511606,
sec-butyl formate~|~1-methylpropyl methanoate~|~formicacid-1-methylpropylester,,0.0,0.435102908,0.505959946,
octatriacontane,,0.50833,0.791836235,3.846860885,
tetratriacontane,,0.611818,0.796212392,3.177834632,
4-octyne,,0.0,0.31204792,0.726483746,
"4,7-phenanthroline",,0.575992,0.825797625,1.844616561,
2-methylpropyl 3-methyl-2-butenoate,,0.743408,0.923247949,1.67338924,
2-(ethylthio)ethanol~|~2-(ethylthio)-ethanol,,0.0,0.171156597,0.866249529,
"2,5-dimethylpyridine",,0.439065,0.827651038,1.721449045,
3-vinyltoluene~|~m-methylstyrene~|~3-methylstyrene~|~1-ethenyl-3-methylbenzene,,0.075788,0.5345784,1.363435277,
"1,5-pentanediol",,1.576073,0.999530657,0.867667796,
butyl isocyanate~|~n-butyl isocyanate~|~isocyanic acid butyl ester,,0.0,0.33365428,0.664330673,
tridecanal~|~1-tridecanal~|~n-tridecylaldehyde,,0.012651,0.003002287,0.975336494,
thymol~|~3-methyl-6-isopropylphenol~|~1-methyl-3-hydroxy-5-isopropyl benzene,,0.29117,0.824345364,3.01501389,
"p-diethylbenzene~|~1,4-diethylbenzene",,0.539637,0.92374718,1.668510905,
butanal~|~1-butanal~|~butyraldehyde,,1.232539,0.999999915,0.682731166,
"m-dinitrobenzene~|~1,3-dinitrobenzene",,0.000904,0.198324694,0.823840571,
propynol~|~2-propyn-1-ol~|~propargyl alcohol,,0.681495,0.902604586,1.873369454,
3-methyl-1-pentanol,,1.212576,0.988839106,1.059385283,
vanillin~|~4-hydroxy-3-methoxybenzaldehyde,,1.395564,0.999267459,0.825101715,
"trioctylamine~|~tri-n-octylamine~|~n,n-dioctyl-1-octanamine",,1.505944,0.986099839,1.074677468,
propionic acid~|~propanoic acid~|~n-propanoic acid,,0.657664,0.918078989,1.72032053,
"2,4-dimethyldecane",,2.401527,0.701313056,0.472947576,
bis(1-phenylethyl) ether~|~bis(alpha-methylbenzyl)ether,,2.621487,0.955777663,0.307729342,
methyl 4-(dimethylamino)benzoate,,0.820133,0.881415432,2.111537759,
dotriacontane~|~n-dotriacontane,,0.793951,0.793340951,2.400366556,
methyl docosanoate~|~docosanoic acid methyl ester,,0.486562,0.817522487,3.165254938,
heptatriacontane,,0.462547,0.788095168,3.960333821,
4-(1-methylethyl)benzenamine,,1.511017,0.997795123,0.653476679,
2-butanol~|~butan-2-ol,,1.330738,0.999999972,0.969747361,
"n,n-dimethylbenzamide",,0.809675,0.91119663,1.786981301,
isopropyl nitrate,,0.0,0.384389698,0.544337149,
1-cyanocyclopentane,,0.576575,0.923697906,1.669230681,
c24~|~tetracosane~|~n-tetracosane,,1.179401,0.909534039,1.52837489,
"2-(chloromethyl)-1,3-benzoxazole",,0.0,0.170237097,0.917821054,
triacontane~|~n-triacontane,,0.544029,0.696748167,2.541259959,
trans-perfluorobicyclo[4.3.0]nonane,,0.0,0.130816777,1.128057734,
c21~|~heneicosane~|~n-heneicosane,,0.539007,0.82350402,2.769203595,
acetic acid,,1.321161,0.999904606,0.656178469,
cis-perfluorobicyclo[4.3.0]nonane,,0.0,0.176573695,1.195946472,
10h-9-oxaanthracene,,0.680742,0.92344929,1.671144165,
"2,5-dibromobenzoic acid",,0.0,0.190783563,0.948115361,
2-methyl-3-heptanol~|~2-methyl-heptanol-3,,0.0,0.143152133,1.060260794,
2-propylnaphthalene,,0.323137,0.742979224,1.98915085,
c26~|~hexacosane~|~n-hexacosane,,0.739766,0.848207961,2.578010947,
tetradecanal,,2.978211,0.610197696,0.511069004,
3-methoxyphenol,,0.336849,0.746195991,2.029973009,
c22~|~docosane~|~n-docosane,,0.659321,0.815828459,2.387085754,
2-decanol,,0.90493,0.69710679,1.222866966,
"methyl tetracosanoate~|~tetracosanoic acid, methyl ester",,0.0,0.604901052,3.194383482,
"1,2,4,5-tetraethylbenzene",,0.773958,0.92361909,1.669021073,
1-tridecanol~|~n-tridecanol,,1.464599,0.996848696,0.97534494,
"cis-1,2-dichloroethene~|~(z)-1,2-dichloroethene~|~cis-1,2-dichloroethylene",,1.102705,0.846350925,0.506233635,
ethanal~|~acetaldehyde,,1.430506,0.999404492,0.60624557,
"dicyclopentadiene~|~3a,4,7,7a-tetrahydro-4,7-methanoindene",,0.0,0.37109909,0.781051399,
"1,3-diphenylpropane",,1.389962,0.983838181,0.904572582,
cyclopentanol,,1.279635,0.999947965,0.889859214,
"(1.alpha.,2.beta.,4.beta.,5.alpha.)-tricyclo[3.1.0.02,4]hexane",,0.0,0.396259914,0.570818358,
trispiro[2.0.0.2.1.1]nonane,,0.642695,0.923656295,1.669647774,
caprylic acid~|~octanoic acid~|~n-octanoic acid,,2.040405,0.001380875,1.093314635,
"tetraethylene glycol~|~3,6,9-trioxa-1,11-undecanediol~|~2,2'-oxybis(2,1-ethanediyloxy)bisethanol",,0.877526,0.900301162,1.897903044,
exo-methylenecyclobutane,,1.080532,0.99999996,0.666468169,
"1,1-diphenylbutane",,1.914239,0.970712215,0.532731397,
"1,3,5-trichloro-2-fluorobenzene",,0.562888,0.923694104,1.669325918,
tetrapropylene glycol~|~2-[2-[2-(2-hydroxypropoxy)propoxy]propoxy]-1-propanol,,1.225809,0.001685836,1.482986161,
pyridine n-oxide~|~pyridine-n-oxide,,0.768535,0.881072,2.115730766,
2-methoxy-4-(1-propenyl)phenol,,0.876742,0.923949011,1.663411814,
"2,2,3,3,4,4,4-heptafluorobutanol",,0.830121,0.136833532,1.021339145,
hexatriacontane~|~n-hexatriacontane,,0.48931,0.792728722,3.803014959,
"2-butenoic acid, 3-methyl-, 1-methylethyl ester",,0.68337,0.923695259,1.669310615,
triphenylamine,,1.539194,0.000163995,1.55792869,
isobutyronitrile~|~2-methylpropanenitrile,,0.269637,0.851243883,2.528549694,
"1,3-dimethyladamantane~|~1,3-dimethyltricyclo[3.3.1.1(3,7)]decane",,0.444437,0.840631546,1.711155107,
"1,10-decanediol",,1.622372,0.998434674,0.859734235,
dodecanol~|~1-dodecanol~|~dodecan-1-ol,,2.560303,0.99997891,0.490969844,
5-thianonane~|~dibutylsulfide~|~di-n-butylsulfide,,1.590949,0.999859213,0.530215931,
n-methyl-2h-tetrazole,,0.0,0.411202419,0.512784552,
pentyl 3-methyl-2-butenoate,,0.813625,0.919915388,1.703958901,
3-thiaundecane~|~ethyl octyl sulfide~|~1-(ethylthio)-octane~|~ethyl n-octyl sulfide,,0.544697,0.805911002,1.800410325,
2-dodecanone,,0.54238,0.754717546,1.742577382,
2-pentylnaphthalene,,2.303994,0.002263409,0.968626149,
2-naphthol~|~2-hydroxynaphthalene,,2.0545,0.622374194,0.413411456,
"2,5-hexanediol",,0.378928,0.002649019,1.160434941,
1-hexanol~|~hexan-1-ol,,1.559053,0.999935312,0.835070363,
benzenepropanol~|~3-phenyl-1-propanol,,0.907381,0.789338998,1.11930477,
cyclohexanol,,1.827853,0.999998871,0.583610434,
tert-pentanol~|~2-methyl-2-butanol~|~2-methylbutan-2-ol,,2.251556,0.999999182,0.513057706,
"2,4,4-trimethyl-2-pentanol",,0.859196,0.931645542,1.548437417,
1-octanol~|~octan-1-ol,,1.807729,0.999348844,0.730316137,
4-methylbiphenyl,,1.274613,0.995921522,0.811358617,
methyl p-toluenesulfonate,,0.073755,0.000129133,0.668198364,
methyl 3-methyl-2-butenoate,,0.660251,0.92340272,1.67178124,
"n,n'-methylenebisdiethylamine",,0.625507,0.922866589,1.676815502,
"6,10,14-trimethyl-3,5-pentadecadien-2-one",,0.692645,0.896454213,1.938981406,
1-heptanol~|~heptan-1-ol,,1.607436,0.999981348,0.844608065,
nitric oxide~|~nitrogen oxide~|~nitrogen oxide (no),,0.678116,0.918073853,1.721223685,
1-pentanol~|~pentan-1-ol,,1.436112,0.999981246,0.999792199,
methacrylic acid~|~2-methyl-2-propenoic acid,,0.64443,0.910944664,1.788833033,
1-butylnaphthalene~|~1-n-butylnaphthalene,,0.018695,0.056607391,0.946083264,
propyl 3-methyl-2-butenoate,,0.661977,0.92288804,1.67630421,
"5,6-dithiadecane~|~di-n-butyl disulfide",,0.596416,0.923080797,1.674416394,
"1,2-pentanediol",,0.557794,0.713487328,1.949957391,
ethyl nitrate,,2.415008,0.999329366,0.234472037,
butyl 3-methyl-2-butenoate,,0.744453,0.918360611,1.718238511,
octadecylbenzene~|~n-octadecylbenzene,,0.558343,0.82962168,2.900970928,
c27~|~heptacosane~|~n-heptacosane,,0.979318,0.84980318,1.857646993,
1-nonanol~|~nonan-1-ol,,1.809151,0.999890624,0.809654072,
1-decanol~|~decan-1-ol,,1.8335,0.999937812,0.871616085,
1-undecanol,,1.923352,0.999934891,0.820887999,
"1,1-dibutyl-1-pentanol",,0.735614,0.890456928,2.001373595,
2-hexylnaphthalene,,1.050994,0.607847232,1.124594707,
2-octylnaphthalene,,1.467737,0.968218569,1.101074683,
"1,1-bis(4-methylcyclohexyl)dodecane",,0.0,0.416413514,1.771946177,
cyclohexyl butanoate,,1.46021,0.955988858,0.592923178,
"pentanoic acid, cyclohexyl ester",,1.321301,0.900446358,0.635615349,
